,marital-status,workclass,occupation,salary,relationship,hours-per-week,sex,native-country,first_name,last_names
25635,Never-married,Private,Exec-managerial,<=50K.,Not-in-family,40,Male,United-States,Kari,Richardson
25636,Never-married,Private,Other-service,<=50K,Not-in-family,40,Male,United-States,Jessica,Willis
25637,Married-civ-spouse,Self-emp-inc,Sales,<=50K,Wife,70,Female,Dominican-Republic,April,Shields
25638,Never-married,Local-gov,Other-service,<=50K,Unmarried,40,Female,United-States,Lisa,Flowers
25639,Widowed,,,<=50K.,Not-in-family,40,Female,Guatemala,Ariel,Bell
25640,Widowed,Private,Other-service,<=50K,Unmarried,20,Female,United-States,James,Blankenship
25641,Never-married,State-gov,Prof-specialty,<=50K.,Not-in-family,40,Female,United-States,April,Scott
25642,Married-civ-spouse,Private,Handlers-cleaners,<=50K.,Husband,15,Male,United-States,Eric,Schultz
25643,Never-married,Private,Sales,<=50K,Unmarried,40,Female,United-States,Daniel,Robinson
25644,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K,Husband,32,Male,United-States,Patrick,Ewing
25645,Divorced,Private,Prof-specialty,>50K,Not-in-family,55,Male,United-States,Natasha,Jones
25646,Married-civ-spouse,Private,Tech-support,>50K,Wife,40,Female,United-States,Cynthia,Travis
25647,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,45,Male,United-States,Wesley,Anderson
25648,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,55,Male,United-States,Rodney,Buckley
25649,Married-civ-spouse,Private,Handlers-cleaners,<=50K.,Husband,40,Male,United-States,Tyler,Franklin
25650,Never-married,Private,Handlers-cleaners,<=50K,Not-in-family,40,Male,United-States,Hannah,Morrison
25651,Married-civ-spouse,Private,Machine-op-inspct,>50K,Husband,40,Male,United-States,Caroline,Johnson
25652,Married-civ-spouse,Self-emp-inc,Prof-specialty,>50K,Husband,32,Male,United-States,Ann,Christian
25653,Never-married,Private,Exec-managerial,>50K.,Not-in-family,40,Male,United-States,Courtney,Myers
25654,Married-civ-spouse,Local-gov,Prof-specialty,<=50K.,Husband,40,Male,United-States,Mr.,Justin
25655,Married-civ-spouse,Private,Adm-clerical,<=50K.,Husband,40,Male,United-States,Jack,Clark
25656,Married-civ-spouse,Private,Other-service,>50K,Wife,30,Female,United-States,Hannah,Hanson
25657,Married-civ-spouse,Private,Sales,>50K.,Husband,40,Male,Dominican-Republic,Toni,Morgan
25658,Never-married,,,<=50K.,Not-in-family,40,Male,United-States,Brady,Washington
25659,Never-married,Private,Machine-op-inspct,<=50K.,Own-child,40,Male,United-States,Ross,Hill
25660,Married-civ-spouse,Private,Transport-moving,>50K,Wife,35,Female,United-States,Brian,Davidson
25661,Married-civ-spouse,Local-gov,Prof-specialty,>50K,Husband,40,Male,United-States,Daniel,Padilla
25662,Married-civ-spouse,Local-gov,Prof-specialty,<=50K,Husband,40,Male,United-States,Jennifer,Vasquez
25663,Married-civ-spouse,Private,Craft-repair,>50K,Husband,40,Male,United-States,Susan,Massey
25664,Married-civ-spouse,Local-gov,Protective-serv,<=50K.,Husband,56,Male,United-States,Rebecca,Schwartz
25665,Never-married,Private,Adm-clerical,<=50K,Own-child,46,Female,United-States,Mitchell,Jacobson
25666,Never-married,Private,Other-service,<=50K,Own-child,40,Male,Philippines,Michael,Morgan
25667,Married-civ-spouse,?,?,<=50K,Husband,28,Male,United-States,Dr.,Jennifer
25668,Married-civ-spouse,Private,Craft-repair,>50K,Husband,40,Male,United-States,Alexander,Jones
25669,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,44,Male,United-States,Anne,Montgomery
25670,Divorced,State-gov,Prof-specialty,<=50K,Not-in-family,55,Female,United-States,James,Bates
25671,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,40,Male,United-States,Jessica,Mccann
25672,Married-civ-spouse,Local-gov,Protective-serv,<=50K.,Husband,40,Male,United-States,Robert,Simmons
25673,Divorced,Private,Other-service,<=50K,Other-relative,32,Male,Haiti,Heather,King
25674,Never-married,Private,Transport-moving,<=50K.,Unmarried,15,Male,United-States,Carlos,Prince
25675,Divorced,Private,Handlers-cleaners,<=50K,Own-child,44,Male,United-States,Antonio,Patton
25676,Never-married,Self-emp-not-inc,Farming-fishing,<=50K,Not-in-family,45,Male,United-States,Cynthia,Collins
25677,Never-married,Private,Handlers-cleaners,<=50K.,Own-child,35,Male,United-States,Luis,Harris
25678,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,40,Male,United-States,Kim,Dixon
25679,Never-married,Private,Other-service,<=50K,Not-in-family,56,Female,United-States,Michael,Newman
25680,Widowed,Private,Sales,<=50K,Unmarried,30,Female,United-States,Alexandra,Case
25681,Married-civ-spouse,Private,Craft-repair,>50K,Own-child,43,Male,United-States,Katelyn,Sampson
25682,Married-civ-spouse,Private,Prof-specialty,>50K,Wife,30,Female,United-States,Troy,Mata
25683,Never-married,Private,Sales,<=50K.,Own-child,15,Male,United-States,Toni,Short
25684,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,40,Male,United-States,Julia,Gomez
25685,Married-civ-spouse,Self-emp-not-inc,Other-service,<=50K,Husband,45,Male,United-States,Mariah,Leon
25686,Separated,Private,Exec-managerial,<=50K.,Unmarried,40,Female,United-States,Ashley,Vasquez
25687,Never-married,State-gov,Other-service,<=50K,Own-child,65,Female,United-States,Mary,Stephens
25688,Never-married,Private,Adm-clerical,<=50K,Own-child,40,Female,United-States,Jacqueline,Williams
25689,Married-spouse-absent,Private,Sales,<=50K,Unmarried,20,Female,Cuba,Mrs.,Erin
25690,Never-married,Private,Handlers-cleaners,<=50K,Not-in-family,55,Male,Mexico,Christina,Chapman
25691,Never-married,Private,Other-service,<=50K.,Unmarried,40,Female,United-States,Rachel,Lynch
25692,Married-civ-spouse,Private,Adm-clerical,>50K.,Wife,40,Female,United-States,Jonathan,Pena
25693,Never-married,State-gov,Craft-repair,<=50K.,Unmarried,40,Male,United-States,Hector,Watson
25694,Married-civ-spouse,Federal-gov,Protective-serv,>50K.,Husband,55,Male,United-States,Jason,Barton
25695,Divorced,Private,Priv-house-serv,<=50K.,Unmarried,30,Female,United-States,Destiny,Carter
25696,Divorced,Private,Craft-repair,<=50K.,Not-in-family,40,Male,United-States,Austin,Gonzalez
25697,Never-married,Private,Farming-fishing,<=50K,Own-child,30,Female,United-States,Albert,Chung
25698,Divorced,Private,Other-service,<=50K,Not-in-family,25,Female,Germany,Lauren,Duncan
25699,Never-married,Local-gov,Handlers-cleaners,<=50K,Own-child,40,Male,United-States,Julia,Jones
25700,Divorced,,,<=50K.,Not-in-family,35,Female,United-States,Steven,Adams
25701,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K.,Husband,54,Male,United-States,Ashley,Levy
25702,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,40,Male,United-States,William,Young
25703,Divorced,Private,Adm-clerical,>50K,Unmarried,45,Male,United-States,Joshua,Reynolds
25704,Married-civ-spouse,Self-emp-inc,Sales,>50K,Husband,54,Male,United-States,Terry,Gray
25705,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K.,Husband,50,Male,,Amy,Crosby
25706,Married-civ-spouse,Private,Adm-clerical,>50K,Wife,40,Female,United-States,Alexandra,Maynard
25707,Separated,Private,Prof-specialty,<=50K,Other-relative,40,Female,Jamaica,Miranda,Wall
25708,Married-civ-spouse,Self-emp-inc,Exec-managerial,<=50K.,Husband,55,Male,Ireland,Robert,Fleming
25709,Divorced,Private,Sales,<=50K,Unmarried,25,Female,United-States,Barbara,Turner
25710,Married-civ-spouse,Private,Other-service,<=50K.,Wife,35,Female,United-States,Mark,Reed
25711,Married-civ-spouse,Private,Adm-clerical,<=50K.,Husband,37,Male,United-States,Chris,Harris
25712,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,50,Male,United-States,Alyssa,Morrison
25713,Never-married,Private,Craft-repair,<=50K,Not-in-family,56,Male,United-States,Hunter,Taylor
25714,Married-civ-spouse,Self-emp-inc,Sales,>50K.,Husband,40,Male,United-States,Traci,Klein
25715,Never-married,Self-emp-not-inc,Farming-fishing,<=50K.,Own-child,25,Male,United-States,Jack,Lloyd
25716,Married-civ-spouse,Private,Farming-fishing,<=50K.,Husband,60,Male,United-States,Jim,Allen
25717,Divorced,?,?,>50K,Not-in-family,45,Male,United-States,Marissa,Brown
25718,Divorced,Private,Craft-repair,<=50K,Own-child,40,Male,Puerto-Rico,Tracie,Johnson
25719,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,60,Male,United-States,Lacey,Hernandez
25720,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,50,Male,United-States,Megan,White
25721,Divorced,Private,Sales,<=50K,Not-in-family,40,Female,United-States,Jessica,Carter
25722,Never-married,Private,Adm-clerical,<=50K,Not-in-family,32,Female,United-States,Melissa,Wells
25723,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K,Husband,55,Male,United-States,Joseph,Haley
25724,Divorced,?,?,<=50K,Not-in-family,40,Female,United-States,Sheila,Johnson
25725,Married-civ-spouse,Federal-gov,Exec-managerial,>50K,Husband,50,Male,United-States,Jacqueline,Jarvis
25726,Married-civ-spouse,Private,Adm-clerical,>50K.,Husband,42,Male,United-States,Erin,Larsen
25727,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K.,Husband,50,Male,United-States,David,Douglas
25728,Divorced,Private,Craft-repair,>50K,Unmarried,40,Male,United-States,Megan,Patel
25729,Married-civ-spouse,Private,Other-service,<=50K,Husband,50,Male,United-States,Barbara,Schultz
25730,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,50,Male,United-States,Wendy,Harris
25731,Divorced,Private,Other-service,<=50K,Unmarried,10,Female,?,Stephanie,Jackson
25732,Married-civ-spouse,Private,Transport-moving,<=50K.,Other-relative,40,Female,,Gregory,Holland
25733,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,>50K.,Husband,40,Male,United-States,Julie,Erickson
25734,Married-civ-spouse,Private,Transport-moving,<=50K.,Husband,50,Male,United-States,Jennifer,Roberts
25735,Divorced,Private,Handlers-cleaners,<=50K.,Not-in-family,40,Female,United-States,Harry,Maldonado
25736,Married-civ-spouse,Private,Prof-specialty,<=50K,Husband,40,Male,United-States,Paula,Ho
25737,Never-married,?,?,<=50K,Unmarried,40,Female,United-States,Andrea,Kennedy
25738,Married-civ-spouse,Private,Other-service,>50K,Wife,40,Female,United-States,Kimberly,Owens
25739,Married-civ-spouse,Local-gov,Exec-managerial,>50K.,Husband,60,Male,United-States,Bridget,Hardin
25740,Never-married,Self-emp-inc,Sales,<=50K,Not-in-family,60,Male,United-States,Cindy,Jones
25741,Divorced,Private,Exec-managerial,<=50K,Unmarried,40,Female,United-States,Dr.,Michael
25742,Married-civ-spouse,Local-gov,Protective-serv,<=50K.,Husband,56,Male,United-States,Connie,Hanna
25743,Married-civ-spouse,Private,Sales,<=50K.,Not-in-family,60,Male,United-States,Hannah,Knight
25744,Never-married,Private,Sales,<=50K.,Own-child,12,Female,United-States,Kevin,Farmer
25745,Never-married,Private,Prof-specialty,>50K,Not-in-family,50,Male,United-States,Danny,Taylor
25746,Divorced,Private,Adm-clerical,<=50K,Own-child,40,Female,United-States,Albert,Hardy
25747,Married-civ-spouse,Local-gov,Prof-specialty,<=50K,Husband,45,Male,United-States,Katherine,White
25748,Divorced,?,?,<=50K,Not-in-family,32,Female,United-States,Alexis,Merritt
25749,Married-civ-spouse,Private,Exec-managerial,>50K,Wife,35,Female,United-States,Mark,Hernandez
25750,Separated,Private,Other-service,<=50K,Not-in-family,40,Male,?,Tina,Santiago
25751,Married-civ-spouse,Private,Prof-specialty,<=50K,Husband,45,Male,?,Charles,Davis
25752,Never-married,,,<=50K.,Own-child,25,Male,United-States,Brooke,Watson
25753,Married-civ-spouse,Private,Craft-repair,>50K,Husband,65,Male,United-States,Samantha,Abbott
25754,Married-civ-spouse,Self-emp-inc,Sales,<=50K,Husband,40,Male,United-States,Brittany,Richmond
25755,Divorced,Private,Machine-op-inspct,<=50K,Unmarried,40,Male,United-States,Lucas,King
25756,Never-married,Private,Craft-repair,<=50K,Own-child,40,Male,Columbia,Bradley,Schmidt
25757,Never-married,Private,Other-service,<=50K,Unmarried,40,Female,United-States,Stephanie,Zuniga
25758,Separated,Self-emp-inc,Adm-clerical,<=50K,Not-in-family,38,Male,United-States,Anita,Taylor
25759,Married-civ-spouse,Private,Sales,<=50K,Husband,50,Male,United-States,Jason,Khan
25760,Never-married,Private,Other-service,<=50K,Not-in-family,15,Female,United-States,Hannah,Lambert
25761,Never-married,Private,Transport-moving,<=50K.,Not-in-family,40,Male,United-States,Matthew,Dunn
25762,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,40,Male,United-States,Natasha,Rodriguez
25763,Never-married,Self-emp-not-inc,Prof-specialty,<=50K,Not-in-family,4,Female,United-States,Vincent,Thompson
25764,Married-civ-spouse,Private,Transport-moving,<=50K.,Husband,40,Male,United-States,Lisa,Pugh
25765,Divorced,Private,Adm-clerical,<=50K.,Not-in-family,40,Male,United-States,Eric,Hoffman
25766,Never-married,Private,Prof-specialty,<=50K,Not-in-family,40,Male,England,Carolyn,Wright
25767,Divorced,Self-emp-not-inc,Sales,<=50K,Own-child,50,Male,?,Krista,Buck
25768,Married-civ-spouse,State-gov,Adm-clerical,>50K.,Wife,40,Female,United-States,Regina,Hurst
25769,Divorced,Private,Sales,<=50K.,Unmarried,40,Female,United-States,Michael,Shaffer
25770,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,Puerto-Rico,Christopher,Chambers
25771,Married-civ-spouse,Federal-gov,Adm-clerical,<=50K,Husband,40,Male,United-States,Olivia,Kennedy
25772,Divorced,Private,Exec-managerial,<=50K,Unmarried,30,Female,United-States,Sydney,Williams
25773,Never-married,Private,Prof-specialty,<=50K,Not-in-family,40,Female,United-States,Travis,Stanley
25774,Married-civ-spouse,Federal-gov,Sales,<=50K,Husband,40,Male,United-States,Ethan,Hall
25775,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,30,Male,Philippines,Stephen,Bird
25776,Never-married,Private,Farming-fishing,<=50K,Not-in-family,40,Male,United-States,Emily,Baker
25777,Married-civ-spouse,Private,Craft-repair,>50K.,Husband,40,Male,United-States,Dawn,Ellis
25778,Separated,Private,Craft-repair,<=50K,Not-in-family,40,Female,United-States,Natasha,Ruiz
25779,Married-civ-spouse,Local-gov,Exec-managerial,<=50K,Husband,35,Male,United-States,Chad,Monroe
25780,Never-married,Private,Craft-repair,<=50K,Other-relative,40,Male,United-States,John,Lowery
25781,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K,Husband,45,Male,United-States,Michael,Rollins
25782,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Robert,Haynes
25783,Married-civ-spouse,Private,Sales,<=50K.,Husband,40,Male,United-States,Stephen,Nguyen
25784,Divorced,Private,Transport-moving,<=50K,Not-in-family,60,Male,United-States,Catherine,Higgins
25785,Never-married,Self-emp-not-inc,Handlers-cleaners,<=50K.,Own-child,35,Female,United-States,Kayla,Hamilton
25786,Married-civ-spouse,Private,Craft-repair,<=50K.,Husband,40,Male,United-States,Hailey,Diaz
25787,Married-civ-spouse,Local-gov,Adm-clerical,>50K.,Wife,40,Female,United-States,Jon,Anderson
25788,Never-married,?,?,<=50K,Own-child,40,Male,United-States,Jennifer,Mckay
25789,Married-civ-spouse,Private,Prof-specialty,<=50K,Wife,40,Female,United-States,Katie,Lewis
25790,Married-civ-spouse,?,?,<=50K,Wife,40,Female,United-States,Dustin,Cook
25791,Married-civ-spouse,State-gov,Exec-managerial,>50K,Husband,40,Male,United-States,Robert,English
25792,Married-civ-spouse,Self-emp-inc,Craft-repair,<=50K.,Husband,60,Male,United-States,Thomas,Cisneros
25793,Married-civ-spouse,Private,Adm-clerical,<=50K.,Husband,40,Male,United-States,Derek,Booth
25794,Never-married,Private,Adm-clerical,<=50K,Own-child,40,Female,United-States,Carl,Bond
25795,Never-married,State-gov,Prof-specialty,>50K,Not-in-family,40,Male,United-States,Kenneth,Lee
25796,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Tanya,Velez
25797,Married-civ-spouse,Local-gov,Protective-serv,>50K.,Own-child,40,Male,United-States,Megan,Evans
25798,Never-married,Local-gov,Other-service,<=50K.,Own-child,44,Female,United-States,Troy,Oneill
25799,Married-civ-spouse,Local-gov,Prof-specialty,>50K.,Husband,40,Male,United-States,Yesenia,Perkins
25800,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Husband,40,Male,United-States,Robin,Atkins
25801,Widowed,?,?,<=50K,Not-in-family,35,Female,United-States,Ashley,Swanson
25802,Never-married,Private,Craft-repair,<=50K.,Own-child,40,Male,United-States,Joyce,Griffin
25803,Never-married,Private,Adm-clerical,<=50K,Own-child,40,Female,United-States,Joshua,Edwards
25804,Divorced,State-gov,Prof-specialty,<=50K.,Not-in-family,16,Male,United-States,Patrick,Gardner
25805,Never-married,,,<=50K.,Not-in-family,12,Male,United-States,Veronica,Collins
25806,Widowed,Self-emp-not-inc,Farming-fishing,<=50K,Unmarried,50,Female,United-States,Melissa,Rivas
25807,Married-civ-spouse,Self-emp-inc,Craft-repair,<=50K,Husband,48,Male,United-States,Nicole,Davila
25808,Divorced,Private,Exec-managerial,<=50K.,Unmarried,42,Male,United-States,Tina,Delgado
25809,Married-civ-spouse,Federal-gov,Prof-specialty,>50K,Husband,40,Male,China,Claudia,Stevens
25810,Separated,Private,Sales,<=50K,Unmarried,35,Female,United-States,Alexander,Charles
25811,Widowed,Private,Exec-managerial,<=50K,Not-in-family,16,Female,United-States,Rebecca,Gilbert
25812,Never-married,?,?,<=50K,Not-in-family,30,Male,United-States,Tiffany,Benson
25813,Married-civ-spouse,Private,Other-service,<=50K.,Wife,40,Female,United-States,Robert,Graham
25814,Never-married,Local-gov,Other-service,<=50K,Not-in-family,40,Female,United-States,Margaret,Roach
25815,Separated,Private,Adm-clerical,<=50K,Unmarried,40,Female,United-States,James,Adkins
25816,Never-married,Private,Handlers-cleaners,<=50K,Not-in-family,24,Male,United-States,Anne,Gibson
25817,Married-civ-spouse,Private,Exec-managerial,<=50K,Husband,40,Male,United-States,Stephanie,Nicholson
25818,Never-married,Private,Prof-specialty,<=50K.,Not-in-family,10,Male,India,Mr.,Jacob
25819,Married-civ-spouse,Private,Adm-clerical,>50K,Wife,30,Female,Mexico,Dr.,Diane
25820,Never-married,Private,Machine-op-inspct,<=50K,Not-in-family,40,Male,United-States,Bryan,Hernandez
25821,Never-married,Private,Adm-clerical,<=50K.,Own-child,50,Male,United-States,Anthony,Camacho
25822,Married-civ-spouse,Self-emp-inc,Sales,<=50K,Husband,50,Male,United-States,Timothy,Howard
25823,Married-civ-spouse,Private,Machine-op-inspct,>50K,Husband,40,Male,United-States,Kelly,Alvarez
25824,Divorced,Private,Handlers-cleaners,<=50K.,Not-in-family,40,Male,United-States,Mary,Montgomery
25825,Married-civ-spouse,Self-emp-inc,Sales,>50K,Husband,40,Male,United-States,Valerie,Hunt
25826,Separated,Private,Prof-specialty,<=50K,Unmarried,40,Female,United-States,Dustin,Ortiz
25827,Married-civ-spouse,Private,Adm-clerical,>50K,Wife,40,Female,United-States,Tracy,Austin
